user_id,game_use,rec_use,studio_use,exercise_use,office_use,podcast_use,travel_use,other_use,sound_quality_importance,positional_importance,loud_importance,mic_importance,wireless_importance,noise_canceling_importance,in_ear_importance,on_ear_importance,over_ear_importance,no_pref_oninover,price_sensitivity,min_price,max_price,headphone_name,user_rating,price,attached_mic,recording_quality,noise_handling,Impedance,sensitivity(dbv),accuracy,weighted_harmonic_distortion,soundstage,imaging,noise_isolation,wireless,over_ear_style,on_ear_style,in_ear_style,open_back,close_back,semiclosed_back
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,11,,100,0,0,0,120,108.2246442,0.823813511,0.804048286,0.610567585,0.823695496,0.565247239,0.410809059,0,0,1,0,1,0
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,12,,50,0,0,0,180,92.46534671,0.97276908,0.927483572,0.839815233,0.730025645,0.905611783,0.410809059,0,0,0,0,1,0
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,13,,50,0,0,0,20,124.9431746,0.536903876,0.642198045,0.525881484,0.941801493,0.625362944,0.410809059,1,0,0,0,0,0
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,14,,300,0,0,0,180,90.24972489,0.618875797,0.887984146,0.887903336,0.567734887,0.998803801,0.410809059,1,0,0,0,1,0
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,15,,100,0,0,0,120,108.7226108,0.803561436,0.706706454,0.93788731,0.657010799,0.297619698,0.410809059,0,0,1,0,0,1
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,16,,50,0,0,0,30,100.95935,0.957914152,0.61044791,0.50727467,0.956071919,0.751262311,0.410809059,1,0,0,0,1,0
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,17,,50,0,0,0,10,117.0935845,0.612049501,0.674196802,0.630219099,0.803434883,0.530172976,0.410809059,0,0,1,0,1,0
3,0,1,0,1,1,0,1,0,6,0,8,7,10,,1,0,0,0,7,0,100,18,,100,0,0,0,120,106.2807666,0.898004113,0.666141177,0.901023223,0.676136925,0.966921834,0.410809059,0,1,0,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,5,,50,1,0.308,0.564305872,40,96.18451374,0.923326305,0.896766896,0.567376115,0.648219198,0.974391847,0.410809059,0,0,0,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,6,,100,0,0,0,10,111.3277172,0.761692587,0.510257894,0.919514474,0.980023316,0.219063475,0.410809059,1,0,0,0,0,1
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,7,,50,0,0,0,50,107.2083425,0.975622299,0.544072131,0.599430264,0.667081422,0.79282448,0.410809059,0,0,1,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,8,,50,0,0,0,30,117.3982281,0.636483993,0.9310705,0.549777318,0.887792314,0.933281306,0.410809059,1,0,0,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,9,,100,0,0,0,100,107.6319692,0.934792378,0.706670435,0.674885251,0.840786074,0.155843149,0.410809059,0,0,1,1,0,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,10,,100,0,0,0,20,110.4154274,0.959279784,0.601486238,0.592698407,0.766356781,0.112835241,0.410809059,1,0,0,1,0,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,11,,100,0,0,0,120,108.2246442,0.823813511,0.804048286,0.610567585,0.823695496,0.565247239,0.410809059,0,0,1,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,12,,50,0,0,0,180,92.46534671,0.97276908,0.927483572,0.839815233,0.730025645,0.905611783,0.410809059,0,0,0,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,13,,50,0,0,0,20,124.9431746,0.536903876,0.642198045,0.525881484,0.941801493,0.625362944,0.410809059,1,0,0,0,0,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,14,,300,0,0,0,180,90.24972489,0.618875797,0.887984146,0.887903336,0.567734887,0.998803801,0.410809059,1,0,0,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,15,,100,0,0,0,120,108.7226108,0.803561436,0.706706454,0.93788731,0.657010799,0.297619698,0.410809059,0,0,1,0,0,1
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,16,,50,0,0,0,30,100.95935,0.957914152,0.61044791,0.50727467,0.956071919,0.751262311,0.410809059,1,0,0,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,17,,50,0,0,0,10,117.0935845,0.612049501,0.674196802,0.630219099,0.803434883,0.530172976,0.410809059,0,0,1,0,1,0
4,0,1,1,0,0,1,0,0,9,0,6,0,0,,0,0,1,0,1,100,2000,18,,100,0,0,0,120,106.2807666,0.898004113,0.666141177,0.901023223,0.676136925,0.966921834,0.410809059,0,1,0,0,1,0
