,user_id,game_use,rec_use,studio_use,exercise_use,office_use,podcast_use,travel_use,other_use,sound_quality_importance,positional_importance,loud_importance,mic_importance,wireless_importance,noise_cancel_importance,in_ear_importance,on_ear_importance,over_ear_importance,no_pref_oninover,price_sensitivity,min_price,max_price,headphone_name,price,attached_mic,recording_quality,noise_handling,Impedance,sensitivity(dbv),accuracy,weighted_harmonic_distortion,soundstage,imaging,noise_isolation,wireless,over_ear_style,on_ear_style,in_ear_style,open_back,close_back,semiclosed_back
1017,1017,0,0,0,0,0,1,0,0,9,9.1,4,3,8,7,0,0,0,1,2,0,333.3333333,1017,200,0,0,0.996858519,10,129.9480528,0.251517145,0.636998233,0.498812127,0.360003025,0.578059938,0.575280121,1,0,0,0,1,0
1018,1018,0,0,0,0,0,0,1,0,8,6,6,0,6,8,0,1,0,0,7,0,125,1018,50,1,0.45,0.825577854,100,92.75596317,0.990692422,0.660079453,0.95744241,0.532610323,0.767362261,0.409264534,1,0,0,0,1,0
1019,1019,0,0,0,0,0,0,1,0,6,2,8,3,8,6,0,0,0,1,5,0,166.6666667,1019,50,0,0,0.615707444,180,124.6300969,0.301217664,0.633718849,0.368442738,0.274944007,0.546878981,0,1,0,0,1,0,0
1020,1020,0,0,1,1,0,1,0,0,6,8,6,0,6,8,1,1,0,0,5,0,166.6666667,1020,50,0,0,0.868345492,10,123.7755153,0.401359302,0.37594043,0.403546043,0.713376081,0.657627043,0.52029724,0,1,0,0,1,0
1021,1021,0,1,1,0,0,0,0,1,10,0,5,0,1,5,1,1,1,0,6,0,142.8571429,1021,100,0,0,0.757664599,180,103.7530299,0.735058543,0.442426278,0.871942743,0.471152332,0.671890096,0.39592977,1,0,0,0,0,1
1022,1022,1,1,1,0,1,1,0,0,10,9,5,7,8,3,0,0,0,1,6,0,142.8571429,1022,100,0,0,0.262179951,100,124.4058704,0.305047882,0.716070164,0.405746164,0.670929739,0.583269942,0.633267988,1,0,0,0,1,0
1023,1023,0,0,0,0,0,1,1,0,10,0,8,7,9.1,5,0,0,0,1,4,0,200,1023,200,0,0,0.695680172,20,122.0155744,0.866764108,0.532268722,0.26570927,0.250066082,0.371707493,0,0,1,0,0,1,0
1024,1024,0,0,1,1,0,1,0,1,7,3,7,2,2,7,1,1,0,0,5,0,166.6666667,1024,100,0,0,0.74836498,20,99.23699067,0.416884959,0.50800696,0.506194163,0.619426801,0.514284797,0.611864709,0,0,1,0,1,0
1025,1025,1,1,1,0,0,0,1,0,9,10,2,6,2,7,0,0,0,1,9.1,0,99.00990099,1025,100,0,0,0.984109689,30,126.6591268,0.912135515,0.728402442,0.613029757,0.622922879,0.479956115,0.772447399,1,0,0,0,1,0
1026,1026,0,1,0,0,1,0,0,0,8,9.1,5,8,4,3,0,0,0,1,6,0,142.8571429,1026,50,0,0,0.511833574,50,109.0922316,0.46581684,0.358746102,0.720191536,0.699420198,0.601728181,0,0,0,1,0,1,0
1027,1027,1,1,0,0,0,0,0,0,10,10,5,7,0,5,0,0,0,1,8,0,111.1111111,1027,100,0,0,0.655694295,40,98.77143479,0.86163892,0.959685699,0.579684542,0.821776014,0.960597031,0.403177097,1,0,0,1,0,0
1028,1028,0,0,0,1,0,0,1,0,8,9.1,2,7,7,5,1,0,1,0,7,0,125,1028,400,0,0,0.44233784,40,92.5721118,0.964182211,0.455383588,0.993201114,0.752384799,0.440686302,0,1,0,0,0,1,0
1029,1029,0,1,0,0,0,1,0,0,9,7,9.1,0,6,9,0,0,0,1,6,0,142.8571429,1029,200,0,0,0.911510861,10,90.51874317,0.858280506,0.33608655,0.691089496,0.867697546,0.95490465,0,1,0,0,0,1,0
1030,1030,0,0,0,0,1,1,0,0,7,9.1,0,0,5,3,0,0,0,1,9.1,0,99.00990099,1030,100,0,0,0.317705524,30,92.4306408,0.482254961,0.727770095,0.669963185,0.885768853,0.722551691,0.72129827,0,0,1,0,1,0
1031,1031,0,0,0,1,1,0,1,0,10,7,2,1,7,5,0,0,0,1,6,0,142.8571429,1031,50,0,0,0.336151885,100,96.92582946,0.353979639,0.995883834,0.947520435,0.463927413,0.507038399,0.776716876,0,0,1,0,1,0
1032,1032,0,0,0,1,0,1,0,0,7,9.1,1,9.1,0,9,0,0,0,1,2,0,333.3333333,1032,100,0,0,0.965143521,150,105.5106343,0.531784546,0.541854576,0.843828029,0.993404095,0.690553358,0,1,0,0,0,1,0
1033,1033,1,1,0,0,0,1,0,0,8,8,8,9.1,4,10,1,0,0,0,0,0,1000,1033,100,0,0,0.381641938,40,128.8241871,0.94246273,0.836351088,0.874266382,0.835812402,0.809514548,0,0,0,1,0,0,1
1034,1034,0,0,0,1,1,0,0,0,6,8,6,9.1,3,3,1,1,0,0,1,0,500,1034,300,0,0,0.665991661,20,96.4657116,0.534727451,0.322756176,0.496530148,0.971719199,0.774687272,0,1,0,0,1,0,0
1035,1035,0,0,0,0,1,0,1,0,8,3,0,8,0,9,0,0,0,1,3,0,250,1035,200,0,0,0.828130377,120,109.3505957,0.347185503,0.555245893,0.599432591,0.615264862,0.887096422,0.586944185,0,0,1,0,1,0
1036,1036,0,1,0,0,1,0,0,0,9,2,7,4,3,8,0,0,0,1,2,0,333.3333333,1036,50,1,0.55,0.565432515,20,105.8110941,0.538619121,0.538557396,0.792025239,0.724467875,0.851142025,0.336938798,0,1,0,0,1,0
1037,1037,1,1,0,0,0,0,0,0,10,8,4,9.1,6,3,0,1,1,0,6,0,142.8571429,1037,50,1,0.63,0.376221851,150,126.6456893,0.573489216,0.817477547,0.847356089,0.421886678,0.273752436,0.353215246,0,0,1,0,1,0
1038,1038,0,0,0,0,1,0,0,0,8,9.1,2,5,6,6,0,0,0,1,8,0,111.1111111,1038,100,0,0,0.801723143,40,90.37641168,0.381171029,0.371256816,0.333976763,0.418559493,0.729759162,0.41117662,0,0,1,0,1,0
1039,1039,1,0,0,0,0,0,1,1,8,8,3,7,5,9,1,1,1,0,7,0,125,1039,300,0,0,0.820439269,40,118.5942282,0.365264582,0.520084,0.760327765,0.391625021,0.806680606,0,0,0,0,1,0,0
1040,1040,0,1,0,1,0,0,0,0,10,5,2,4,7,7,1,0,1,0,5,0,166.6666667,1040,100,0,0,0.303191159,30,109.6117481,0.693520933,0.497802786,0.70030163,0.670773359,0.263215093,0.354865854,1,0,0,0,1,0
1041,1041,0,0,0,0,1,1,1,0,7,4,7,4,7,9,1,1,0,0,6,0,142.8571429,1041,200,0,0,0.685079182,50,127.286065,0.356603322,0.35249601,0.823115781,0.655640779,0.61249036,0,1,0,0,0,1,0
1042,1042,1,0,1,0,0,1,0,0,9,8,4,8,8,7,0,0,0,1,8,0,111.1111111,1042,50,1,0.24,0.554413971,50,107.2168963,0.935809651,0.755375531,0.861430391,0.630323159,0.438947771,0,1,0,0,0,1,0
1043,1043,0,1,0,1,1,1,0,0,9,6,4,9.1,8,8,0,0,0,1,4,0,200,1043,100,1,0.51,0.587212935,10,121.9162106,0.774336149,0.720880944,0.761421342,0.476826993,0.665666002,0.757573938,0,0,0,0,0,0
1044,1044,0,0,0,0,0,1,0,0,6,0,3,7,4,8,0,0,1,0,9.1,0,99.00990099,1044,100,0,0,0.914858914,40,91.94452986,0.774532061,0.563672389,0.852369898,0.327684664,0.987936669,0,0,1,0,0,1,0
1045,1045,1,0,0,0,0,0,1,1,8,9.1,9.1,6,8,9,0,0,0,1,9.1,0,99.00990099,1045,50,0,0,0.259902128,20,123.6846309,0.38692639,0.955297158,0.722050553,0.655113173,0.440511254,0.758870534,1,0,0,0,0,0
1046,1046,0,0,0,0,0,1,0,0,10,5,0,4,1,5,1,0,0,0,1,0,500,1046,50,0,0,0.342104021,20,106.2614495,0.739319089,0.31477722,0.973494221,0.566625439,0.756435411,0.459741383,0,0,1,0,1,0
1047,1047,0,0,1,0,0,1,1,0,10,4,3,6,2,8,0,0,0,1,2,0,333.3333333,1047,300,0,0,0.293196109,100,94.27346162,0.711629541,0.428224086,0.386820002,0.251548988,0.32870569,0,0,1,0,0,1,0
1048,1048,0,0,1,1,0,1,0,0,8,4,3,8,2,9,1,0,0,0,7,0,125,1048,100,0,0,0.75734273,20,117.414346,0.408902537,0.629865596,0.499282855,0.313284274,0.348528145,0.305890026,1,0,0,0,0,0
1049,1049,0,1,1,0,1,0,0,0,10,8,0,6,1,8,0,0,0,1,9.1,0,99.00990099,1049,200,1,0.3,0.59783232,10,91.79479481,0.914571712,0.291802833,0.369869005,0.498209811,0.701628786,0,1,0,0,0,0,0
1050,1050,0,0,0,0,0,0,1,0,10,8,6,1,9.1,8,0,0,0,0,9.1,0,99.00990099,1050,300,1,0.24,0.589303078,10,101.1397711,0.922457088,0.471970367,0.259598439,0.375744964,0.717405542,0,1,0,0,0,1,0
1051,1051,0,0,0,0,1,0,1,0,9,3,8,8,3,6,0,0,0,1,1,0,500,1051,100,0,0,0.31094906,120,124.4107817,0.334715384,0.938353172,0.743623693,0.778464369,0.559870917,0,1,0,0,0,1,0
1052,1052,0,1,0,0,0,0,1,0,9,6,4,6,1,7,0,0,1,0,6,0,142.8571429,1052,100,1,0.45,0.974278174,100,101.5346268,0.539666804,0.855466128,0.714721904,0.684601573,0.820739629,0.72277563,0,1,0,0,1,0
1053,1053,0,0,0,0,1,1,0,0,6,4,4,2,5,7,0,1,1,0,7,0,125,1053,100,0,0,0.817469945,30,94.39536217,0.639358655,0.267990143,0.524641931,0.41687154,0.858676148,0,1,0,0,0,1,0
1054,1054,0,0,1,0,0,0,1,0,9,0,5,6,3,9,0,0,0,1,7,0,125,1054,50,0,0,0.70699672,50,114.9698869,0.658099261,0.271072915,0.935348992,0.346194142,0.681788401,0,1,0,0,0,1,0
1055,1055,1,0,1,0,0,0,0,0,10,8,8,9,4,9,0,0,0,1,1,0,500,1055,100,0,0,0.365550814,30,106.9188698,0.370699185,0.349286689,0.380248885,0.806683616,0.295678037,0,1,0,0,0,1,0
1056,1056,0,1,1,1,0,0,0,0,10,6,0,6,8,10,0,0,0,1,6,0,142.8571429,1056,300,0,0,0.604900659,120,114.2842177,0.541219587,0.343824447,0.590731408,0.772846227,0.854843702,0.674335479,0,0,1,0,1,0
1057,1057,0,1,0,0,0,1,0,0,8,8,5,4,3,2,0,0,0,1,5,0,166.6666667,1057,200,0,0,0.614606759,30,96.88955179,0.740795505,0.410490192,0.479325747,0.5992024,0.688751193,0.603208611,0,0,1,0,1,0
1058,1058,0,1,1,1,0,1,0,0,9,2,6,5,4,4,1,1,0,0,5,0,166.6666667,1058,50,0,0,0.927034669,20,126.698077,0.348533915,0.663653042,0.332328431,0.566244123,0.565267232,0.478030378,1,0,0,0,1,0
1059,1059,0,0,0,1,0,0,0,0,10,1,7,3,0,7,0,0,0,1,4,0,200,1059,300,0,0,0.722613749,40,102.4200901,0.622578671,0.976272105,0.469768902,0.630767601,0.768125824,0.325544174,0,0,0,0,1,0
1060,1060,1,0,1,0,1,1,0,0,9,7,1,6,1,6,0,0,0,1,6,0,142.8571429,1060,200,0,0,0.69595589,20,105.0578083,0.565681261,0.447155288,0.886504515,0.68180235,0.60805178,0,0,1,0,0,1,0
1061,1061,0,0,1,1,0,0,0,0,10,6,3,0,6,4,1,0,1,0,2,0,333.3333333,1061,50,0,0,0.574308282,120,117.9054491,0.300840354,0.674786757,0.537472074,0.28031825,0.483125134,0.393062705,1,0,0,0,1,0
1062,1062,0,1,0,1,0,0,1,0,9,6,3,3,7,8,0,0,0,1,5,0,166.6666667,1062,50,1,0.36,0.629951631,100,108.9979254,0.385828761,0.449514017,0.397599242,0.661899098,0.496385293,0,1,0,0,0,1,0
1063,1063,1,1,1,0,0,0,1,0,9,8,2,5,9.1,6,0,0,0,1,7,0,125,1063,400,0,0,0.899267668,50,113.3102767,0.926119792,0.334881868,0.900097424,0.610136672,0.542122332,0,0,0,1,0,0,1
1064,1064,0,1,0,1,1,0,0,0,10,7,9.1,5,3,10,0,0,0,1,9.1,0,99.00990099,1064,200,0,0,0.617918858,30,118.6450768,0.467614785,0.409266873,0.862944828,0.376820973,0.815588526,0,0,1,0,0,0,0
1065,1065,1,1,1,0,1,1,0,0,8,8,5,7,8,2,0,1,1,0,9.1,0,99.00990099,1065,100,0,0,0.642374021,120,95.17596082,0.722676618,0.622362124,0.746343062,0.336538811,0.433740616,0.741369351,0,0,1,0,1,0
1066,1066,0,0,0,0,0,1,0,0,10,2,5,6,1,6,0,0,0,1,8,0,111.1111111,1066,300,0,0,0.341125345,20,92.94590577,0.701684,0.748957007,0.750907239,0.557953018,0.298371545,0.324722248,0,0,0,0,1,0
1067,1067,0,1,1,0,0,1,0,1,10,0,2,9.1,0,6,0,0,0,0,9.1,0,99.00990099,1067,300,1,0.62,0.349379342,100,108.0312303,0.482827109,0.504291105,0.876111382,0.651863913,0.672845868,0,0,0,1,0,1,0
1068,1068,0,0,1,0,1,0,0,0,8,7,7,2,1,3,1,0,0,0,4,0,200,1068,100,0,0,0.341567732,100,90.19676173,0.623671735,0.834537437,0.67137397,0.996510242,0.930105545,0,1,0,0,0,1,0
1069,1069,0,1,0,0,0,0,1,0,8,2,6,1,4,9,0,1,1,0,4,0,200,1069,300,0,0,0.529245287,10,107.7522154,0.955978964,0.615219845,0.403012696,0.869723965,0.81669766,0,1,0,0,0,1,0
1070,1070,0,0,0,0,0,1,0,0,9,4,9.1,3,3,6,1,0,0,0,1,0,500,1070,50,1,0.45,0.963677467,180,116.73354,0.744555507,0.980213676,0.444828486,0.572383528,0.460537448,0,1,0,0,0,0,1
1071,1071,0,1,1,0,0,0,0,0,8,8,8,4,2,4,1,0,1,0,7,0,125,1071,200,0,0,0.365188925,30,129.7161581,0.552509722,0.942485741,0.842093992,0.364959977,0.564703392,0,0,0,1,0,1,0
1072,1072,0,1,1,0,1,0,0,0,8,9.1,6,1,4,5,0,0,0,1,0,0,1000,1072,50,1,0.24,0.428340496,100,126.5744455,0.812714981,0.823327655,0.617809059,0.647823602,0.928965086,0,1,0,0,0,0,0
1073,1073,1,0,1,0,0,0,0,0,10,8,2,5,2,10,0,0,0,1,4,0,200,1073,300,1,0.68,0.441786466,120,108.2837017,0.699228417,0.438158014,0.543926245,0.64438361,0.469684794,0,0,0,1,1,0,0
1074,1074,0,0,0,0,0,0,0,0,9,6,4,2,1,9,0,0,0,1,9.1,0,99.00990099,1074,50,0,0,0.520912615,180,120.9377404,0.864339754,0.316199047,0.269115422,0.488322676,0.58338974,0.343603398,1,0,0,0,1,0
1075,1075,0,0,0,0,1,0,0,0,6,2,4,4,5,9,0,1,1,0,3,0,250,1075,200,0,0,0.539195099,30,105.9853489,0.754417588,0.536712894,0.676212043,0.570098881,0.921804847,0,0,0,1,0,1,0
1076,1076,0,0,1,0,1,0,0,0,9,8,1,4,0,7,0,0,0,1,9.1,0,99.00990099,1076,200,0,0,0.261203874,50,118.6407019,0.312226284,0.803344514,0.853897873,0.503962408,0.943161112,0,1,0,0,0,1,0
1077,1077,0,0,1,1,1,0,1,0,8,4,0,4,2,8,0,0,0,1,6,0,142.8571429,1077,400,1,0.53,0.634685813,10,102.7741603,0.950373406,0.38782513,0.706684634,0.559835674,0.349105312,0,0,0,1,0,1,0
1078,1078,0,1,1,1,1,0,1,0,8,6,5,5,8,10,1,1,0,0,6,0,142.8571429,1078,100,1,0.46,0.324550461,120,97.66737751,0.466286258,0.951883957,0.835110497,0.778365347,0.903157241,0,1,0,0,0,0,1
1079,1079,0,1,1,1,0,0,1,0,9,9.1,9.1,5,6,9,1,1,1,0,0,0,1000,1079,200,1,0.22,0.886101069,180,99.5372706,0.442367539,0.724963037,0.286933283,0.527225407,0.842448154,0,1,0,0,0,0,0
1080,1080,0,0,1,1,0,0,0,0,6,0,8,2,9.1,9,1,1,1,0,7,0,125,1080,300,0,0,0.723684128,20,120.6872595,0.628806925,0.639045293,0.738893344,0.636237392,0.556273001,0,1,0,0,0,1,0
1081,1081,1,1,1,0,1,0,1,1,10,8,4,6,5,10,0,0,0,0,6,0,142.8571429,1081,50,0,0,0.537358885,120,101.5192082,0.977093596,0.430860773,0.893710053,0.945728616,0.67845851,0,1,0,0,0,0,0
1082,1082,1,0,0,0,0,1,1,0,8,9,6,9.1,6,9,1,1,1,0,8,0,111.1111111,1082,100,0,0,0.270999802,40,101.1429648,0.904886067,0.293051742,0.400875289,0.801588624,0.714942039,0,0,0,0,0,1,0
1083,1083,1,0,0,0,1,0,1,0,9,7,4,9.1,8,10,1,0,1,0,3,0,250,1083,50,0,0,0.708507155,180,110.0779429,0.573698765,0.334750173,0.643402005,0.39747981,0.39749028,0,0,0,1,0,1,0
1084,1084,1,0,1,0,1,0,1,0,8,7,1,8,4,10,1,1,0,0,2,0,333.3333333,1084,100,0,0,0.402576143,30,93.2601578,0.45665556,0.400770211,0.871764032,0.428878917,0.447145609,0,0,0,1,0,1,0
1085,1085,0,1,1,1,0,1,1,0,9,9.1,2,8,6,5,1,1,0,0,9.1,0,99.00990099,1085,300,0,0,0.894078938,50,114.5613726,0.794550521,0.500082814,0.621817662,0.884063671,0.255607068,0,0,1,0,0,0,0
1086,1086,0,0,0,1,1,0,0,0,8,4,7,7,2,4,0,0,0,1,2,0,333.3333333,1086,100,0,0,0.426114267,40,118.1562088,0.89517175,0.619390324,0.428036042,0.553004112,0.616696802,0,0,0,1,0,1,0
1087,1087,0,0,1,1,0,0,0,0,9,1,2,6,8,7,0,0,0,1,8,0,111.1111111,1087,200,0,0,0.394397547,40,103.8579496,0.312793558,0.34273023,0.905642149,0.926912666,0.518770504,0,0,0,0,0,1,0
1088,1088,0,0,1,1,0,0,0,0,8,1,5,9.1,3,6,0,0,0,1,9.1,0,99.00990099,1088,100,1,0.21,0.762926444,30,93.51684236,0.91677573,0.804720443,0.898260776,0.363130105,0.742844627,0,0,0,0,0,1,0
1089,1089,0,0,1,0,1,1,0,1,9,1,7,2,0,8,1,0,1,0,3,0,250,1089,50,0,0,0.957207726,20,106.7760928,0.389435707,0.472506211,0.869329473,0.876143982,0.875310249,0.347401633,1,0,0,0,1,0
1090,1090,0,0,1,0,0,1,0,0,8,4,3,4,7,7,0,0,0,1,6,0,142.8571429,1090,200,0,0,0.914389804,100,90.6141069,0.414385005,0.292285941,0.33666026,0.273126505,0.441411419,0,0,0,1,0,0,0
1091,1091,0,0,0,0,1,0,1,0,9,8,8,7,1,7,1,1,1,0,9.1,0,99.00990099,1091,200,0,0,0.622961676,10,109.4133226,0.686282322,0.775297432,0.908387897,0.456273308,0.481070856,0,0,1,0,0,1,0
1092,1092,1,1,1,0,0,0,0,0,8,9,5,8,1,9,0,0,0,1,2,0,333.3333333,1092,100,1,0.65,0.362633894,120,107.4408708,0.83877073,0.834007904,0.756137477,0.6527558,0.401151201,0,0,0,1,0,1,0
1093,1093,0,1,0,1,1,0,0,0,6,2,5,1,8,4,1,0,1,0,7,0,125,1093,300,0,0,0.488128148,50,96.90648553,0.31604469,0.284840651,0.845182979,0.486757684,0.554439435,0.770013914,1,0,0,0,1,0
1094,1094,1,1,0,0,0,0,1,1,9,9,3,6,1,8,0,0,0,1,1,0,500,1094,100,0,0,0.956629377,120,106.1402075,0.767769862,0.364883035,0.51410445,0.641135134,0.523889761,0,1,0,0,0,0,0
1095,1095,0,0,0,1,0,0,0,0,9,8,1,1,1,2,0,0,0,1,1,0,500,1095,100,0,0,0.647179417,180,122.5290344,0.99783527,0.449480429,0.357477894,0.329544457,0.35669713,0.386851849,1,0,0,0,1,0
1096,1096,0,1,0,1,0,1,1,1,6,8,2,0,4,6,1,1,0,0,0,0,1000,1096,200,0,0,0.318952177,120,91.6895779,0.713001718,0.879364315,0.951976488,0.82652147,0.830292251,0,1,0,0,0,1,0
1097,1097,0,0,0,0,0,0,0,0,9,5,6,4,1,9,0,0,0,1,9.1,0,99.00990099,1097,50,0,0,0.472623073,30,118.6802191,0.432046827,0.941186934,0.30601023,0.569731797,0.716398879,0.323475093,1,0,0,0,1,0
1098,1098,0,1,1,1,0,0,1,0,10,6,1,9.1,4,7,0,0,0,1,6,0,142.8571429,1098,50,1,0.37,0.955545981,100,106.7767339,0.544611599,0.416838701,0.422119851,0.332692616,0.284288546,0,1,0,0,0,1,0
1099,1099,1,1,0,0,0,1,0,0,10,7,6,7,2,9,0,0,0,1,0,0,1000,1099,50,1,0.59,0.919796733,150,120.8326812,0.401292387,0.392748937,0.941580882,0.481737584,0.671839688,0.381342136,1,0,0,0,1,0
1100,1100,0,1,0,1,1,0,0,0,10,0,5,4,5,9,0,0,0,1,4,0,200,1100,100,0,0,0.979907984,10,99.42704381,0.750604695,0.275238808,0.478449104,0.701063439,0.352590576,0,0,1,0,1,0,0
1101,1101,0,1,0,0,1,0,0,0,6,6,4,7,5,4,0,0,0,1,7,0,125,1101,200,0,0,0.955856504,30,96.48648656,0.534914205,0.400623893,0.898760826,0.517894657,0.903441933,0,1,0,0,0,1,0
1102,1102,1,0,0,0,1,0,0,0,8,7,0,8,2,4,0,1,1,0,5,0,166.6666667,1102,200,0,0,0.858923968,50,118.4032601,0.365029239,0.646930145,0.307992945,0.379542975,0.321487834,0,1,0,0,0,1,0
1103,1103,1,0,1,0,0,0,1,1,10,8,8,7,9.1,7,0,0,0,1,3,0,250,1103,300,0,0,0.497815768,30,116.5946559,0.334612803,0.315137726,0.292955303,0.758217357,0.511882318,0,1,0,0,0,1,0
1104,1104,0,0,0,0,1,0,0,0,10,6,6,9.1,2,3,0,1,1,0,7,0,125,1104,50,0,0,0.803372244,40,104.6472247,0.258986641,0.654592494,0.919459401,0.47742975,0.731511381,0,0,0,1,0,1,0
1105,1105,1,1,0,0,1,0,1,0,8,8,8,8,3,9,0,0,0,1,6,0,142.8571429,1105,200,0,0,0.840535639,120,100.4321736,0.481593811,0.667619192,0.540670243,0.982118225,0.643959293,0,1,0,0,0,1,0
1106,1106,0,0,1,1,1,1,1,1,8,1,9.1,2,4,9,0,0,0,1,0,0,1000,1106,100,0,0,0.95735063,20,108.1963345,0.863570322,0.624790748,0.402801906,0.589834686,0.534320216,0.779269375,1,0,0,0,1,0
1107,1107,0,0,1,1,0,0,0,0,8,3,7,6,9.1,9,1,1,0,0,3,0,250,1107,400,0,0,0.843736359,50,123.9019931,0.526101274,0.531435456,0.333229129,0.528313339,0.514710015,0,0,0,1,0,1,0
1108,1108,0,0,1,0,0,1,0,0,6,1,5,9.1,9.1,2,0,0,0,1,8,0,111.1111111,1108,100,0,0,0.897676958,100,100.1859719,0.45023484,0.569411359,0.740039999,0.363220787,0.981474147,0.629088959,0,0,1,0,1,0
1109,1109,1,1,0,0,0,0,1,0,10,7,0,9,8,10,0,1,0,0,8,0,111.1111111,1109,50,1,0.67,0.657508162,40,103.2731522,0.969500339,0.688176083,0.274078221,0.76288288,0.922582935,0,1,0,0,0,0,0
1110,1110,0,0,1,1,1,0,0,0,7,0,3,2,4,4,1,1,1,0,3,0,250,1110,200,1,0.68,0.604173746,50,97.41281953,0.875436465,0.265795693,0.536407131,0.712501619,0.714792304,0,1,0,0,0,0,1
1111,1111,0,1,0,0,0,1,1,0,10,5,5,7,2,5,0,0,0,1,7,0,125,1111,50,0,0,0.721283671,20,124.0610945,0.449369848,0.307896875,0.510590547,0.893227913,0.650199515,0,1,0,0,0,0,0
1112,1112,1,1,0,0,0,0,0,0,10,9,0,5,6,9,0,0,0,1,1,0,500,1112,50,0,0,0.77024476,120,93.07716936,0.971089961,0.768606978,0.308552741,0.981896066,0.338946981,0,1,0,0,0,1,0
1113,1113,0,1,0,1,0,0,0,1,10,1,2,4,3,5,0,0,0,1,0,0,1000,1113,50,0,0,0.30790739,50,92.55134586,0.460119815,0.352156129,0.415255713,0.28494611,0.726123354,0,0,0,1,0,1,0
1114,1114,0,0,0,1,1,1,1,0,8,0,0,6,8,8,1,0,0,0,0,0,1000,1114,50,0,0,0.349941849,20,116.9038408,0.27966496,0.521794656,0.863908647,0.419266796,0.729461391,0.389804688,1,0,0,0,1,0
1115,1115,1,1,1,0,1,0,1,0,7,9,7,9,9.1,10,0,1,0,0,4,0,200,1115,300,0,0,0.49350317,120,114.0385309,0.66778824,0.568179773,0.977339444,0.274760511,0.943609159,0,0,1,0,0,1,0
1116,1116,1,0,0,0,0,1,1,0,9,10,4,6,8,10,0,0,0,0,8,0,111.1111111,1116,50,0,0,0.53615313,50,121.7606185,0.84294622,0.286452134,0.654100476,0.324821937,0.717515819,0,0,1,0,1,0,0
1117,1117,0,1,0,0,1,0,1,0,8,1,5,5,5,10,0,0,0,1,2,0,333.3333333,1117,50,0,0,0.436877258,120,126.8751849,0.831665573,0.978204966,0.250874729,0.533593138,0.43736464,0.519894158,0,0,1,1,0,0
1118,1118,0,1,1,1,1,0,0,0,8,2,6,1,6,7,1,1,0,0,9.1,0,99.00990099,1118,200,0,0,0.471605511,40,94.06081905,0.664630415,0.84507149,0.813498689,0.723540388,0.489669823,0,1,0,0,0,1,0
1119,1119,1,0,0,0,1,0,0,0,6,9,2,5,1,8,0,1,0,0,1,0,500,1119,50,0,0,0.591194902,180,97.70792052,0.390843901,0.432427042,0.719832745,0.25748351,0.407372901,0.466326287,1,0,0,0,0,1
1120,1120,0,0,0,1,0,1,0,0,9,6,4,8,3,9,1,1,0,0,9.1,0,99.00990099,1120,200,0,0,0.763335967,50,93.52901309,0.812403882,0.532757409,0.871132796,0.792673723,0.616866612,0.402697007,0,1,0,1,0,0
1121,1121,1,0,0,0,0,1,0,0,6,7,0,5,5,3,0,0,0,1,1,0,500,1121,50,0,0,0.303855965,100,123.1653994,0.596061088,0.608145633,0.909206332,0.444196604,0.834702535,0,0,0,1,1,0,0
1122,1122,0,0,0,0,1,1,1,0,10,1,2,1,7,10,0,0,0,1,6,0,142.8571429,1122,50,0,0,0.67911925,20,111.0821204,0.882977672,0.484202728,0.321660213,0.969788152,0.514059503,0,0,0,0,1,0,0
1123,1123,0,1,1,0,0,0,0,1,9,1,8,1,5,7,0,0,0,1,8,0,111.1111111,1123,200,0,0,0.967797329,300,105.9159987,0.320849414,0.888565254,0.603509104,0.58605302,0.337815195,0.538691011,0,0,1,0,0,1
1124,1124,0,0,1,0,1,0,1,1,8,8,2,5,3,7,0,0,0,1,5,0,166.6666667,1124,300,0,0,0.525160687,40,123.9309094,0.479027133,0.454381127,0.476301084,0.300749726,0.676887959,0.386815448,1,0,0,0,0,1
1125,1125,1,0,0,0,0,0,0,0,8,8,6,8,5,7,0,0,0,1,6,0,142.8571429,1125,300,0,0,0.740176329,40,128.9121939,0.945229485,0.376092172,0.255562012,0.606586812,0.651347053,0,0,0,1,0,1,0
1126,1126,1,0,0,0,0,1,0,0,8,7,9.1,7,0,8,0,0,0,1,2,0,333.3333333,1126,400,0,0,0.50743763,120,98.54059949,0.626176083,0.946741879,0.611115377,0.792433429,0.724394887,0,0,1,0,0,1,0
1127,1127,1,1,1,0,0,0,0,0,9,7,1,6,2,2,0,0,1,0,1,0,500,1127,50,0,0,0.939490657,120,92.06468733,0.712267689,0.712766899,0.525846517,0.55541628,0.763083906,0.730219242,1,0,0,0,1,0
1128,1128,0,0,0,0,1,0,1,0,9,1,5,3,8,7,0,0,0,1,1,0,500,1128,200,0,0,0.652845396,120,111.1968015,0.287395689,0.578494919,0.890577098,0.825598325,0.803336739,0.605672149,0,0,0,1,0,0
1129,1129,0,0,0,1,0,0,0,0,9,0,5,3,4,9,1,1,1,0,0,0,1000,1129,300,0,0,0.507389605,180,115.3106607,0.479981698,0.854517086,0.751085291,0.671036979,0.916329031,0,0,0,1,0,1,0
1130,1130,0,0,1,1,0,0,0,0,9,8,9.1,9.1,5,5,1,1,1,0,9.1,0,99.00990099,1130,50,0,0,0.736714475,50,93.55695516,0.851615595,0.837005628,0.65569019,0.964579802,0.305463629,0,0,1,0,0,1,0
